...1,name,category,review.point,price,currency,description,log_price,ABV,Age_of_Whisky,Distillery,Location,Region,Founded,Owner,Age_of_Distillery
1559,"wemyss malts (distilled at glen scotia) 'strawberry ganache,' 46%",Single Malt Scotch,85,174,$,"This single cask variant of Glen Scotia has been matured in a sherry butt for 21 years, and the cask yielded 833 bottles. Fruity on the nose, with sultanas, cherries, marzipan, and milk chocolate. The palate showcases overripe oranges, sherry, and plain chocolate, with a tang of brine. Drying in the finish, with pepper, licorice, and subtle smoke. £110",5.159055299214529,46,NA,glen scotia,Campbeltown,Campbeltown,1832,Loch Lomond Group,192
912,"wemyss malts (distilled at glenrothes) 1988 aromatic orange tobacco, 46%",Single Malt Scotch,88,188,$,"Highly fragrant and citric, mixing dried and sweet orange peels, moist sultana fruitcake. Lightly malty with gentle nuances of fruit syrup. Pretty and elegant in the mouth, where there’s orange barley water, mint, and crystallized ginger on top of a thick, honeyed delivery before the classic ‘Rothes sweet spices come through. Only a drop or two of water is needed. Recommended. £117",5.236441962829949,46,NA,glenrothes,Rothes,Speyside,1879,Edrington,145
1129,"wemyss malts (distilled at tormore) 1988 floral trellis, 46%",Single Malt Scotch,87,189,$,"The nose is sweet (think barley sugar/boiled sweets) with little bits of wheat chaff flying around in the background with dried flower petals and drying cut grass. Opens dramatically with water into almond milk/horchata and flowers. The palate is sweet and lifted with those gentle florals to the fore. Instead of Tormore’s normal nagging rigidity, this flows sweetly over the tongue, leaving fruit leather, stewed rhubarb, and with water, rosewater and fresh wild strawberry. A lovely Tormore! £118",5.241747015059643,46,NA,tormore,Grantown-on-Spey,Speyside,1958,Elixir Distillers,66
910,wemyss malts ‘honey spice’ (distilled at bunnahabhain) 1991 (bottled 2011),Single Malt Scotch,88,96,$,"Bunnahabhain, along with Bowmore, is Islay’s greatest user of ex-sherry casks; a throwback to the days when it was part of Highland Distillers. Its rich, thick, and ginger-accented spirit matches the attention of European oak extremely well. In this red tea-colored example, you have resin, saddle soap, ginseng, and treacle toffee on the nose, and a fusillade of roasted spices on the palate before the finish reveals sweet gingerbread. A big huggable bear. £60",4.564348191467836,NA,NA,bunnahabhain,Port Askaig,Islay,1881,Distell,143
1876,"wemyss malts ‘lemon grove’ (distilled at cragganmore) 1989 (bottled 2011), 46%",Single Malt Scotch,83,119,$,"Cragganmore is a whisky that typically needs time before it starts to get going and which then goes through many changes on its journey to its complex, layered apogee. Here it is at a slightly contradictory midpoint. The nose is fragrant and fruity: apricots, stewed apple, and yes, lemon; and, with water, a hint of smoke. The palate meanwhile shows more of the earthy depth and sloe berry richness that will slowly emerge. A pleasing dram, nonetheless. £75",4.77912349311153,46,NA,cragganmore,Ballindalloch,Speyside,1869,Diageo,155
1240,"wemyss malts apple basket 1997 (distilled at clynelish), 46%",Single Malt Scotch,86,126,$,"The latest Wemyss Malts single cask offering from Clynelish distillery is a 16 year old expression, matured in a hogshead which gave an out-turn of 339 bottles. The nose offers sea salt and lemon, with emerging green apples and vanilla. Apple tart with custard and a dusting of cinnamon on the palate. The finish is long and peppery, with a hint of freshly-ground coffee beans. £75",4.836281906951478,46,NA,clynelish,Brora,Highland,1967,Diageo,57
1344,"wemyss malts at anchor in a cove 1991 (distilled at glen scotia), 46%",Single Malt Scotch,86,159,$,"The latest batch of single cask releases from Wemyss Malts includes this 22 year old expression of Glen Scotia, matured in a bourbon barrel that provided 304 bottles. The nose offers soft spices, orchard fruits, and a faint hint of ozone. Richly fruity on the palate, with mandarin oranges, vanilla, and a sprinkling of sea salt. The finish is gingery and warming, with light smoke, aniseed, and plain chocolate at the close. £100",5.0689042022202315,46,NA,glen scotia,Campbeltown,Campbeltown,1832,Loch Lomond Group,192
1729,"wemyss malts banquet of fruits 1994 (distilled at aberfeldy), 46%",Single Malt Scotch,84,131,$,"Distilled in 1994 and matured in a single hogshead, this 21 year old expression is part of Wemyss Malts’ 2016 Midsummer Single Cask Release. Rich, stewed fruits, honey, and allspice on the pleasing nose. Voluptuous on the palate with spicy apple and cranberry. The finish dries quite rapidly to aniseed and spicy oak. (220 bottles) £100",4.875197323201151,46,NA,aberfeldy,Aberfeldy,Highland,1896,Bacardi,128
1879,"wemyss malts bench with a sea view (distilled at clynelish) 1997, 46%",Single Malt Scotch,83,104,$,"Unusually, Wemyss Malts simultaneously offered two single cask bottlings of Clynelish in October 2014, both distilled in 1997 and matured in hogsheads. ‘Bench with a Sea View’ provided an out-turn of 371 bottles. The nose is sweet and fruity, with green apples and chocolate mousse. Slightly oily on the palate, with black pepper, salt, and orchard fruits. Persistently peppery in the finish, with citrus fruit, oak, a hint of brine, and cocoa. £68",4.6443908991413725,46,NA,clynelish,Brora,Highland,1967,Diageo,57
1068,"wemyss malts brandy casket (distilled at glen garioch) 1989, 46%",Single Malt Scotch,87,95,$,"Wemyss Malts has bottled this 23 year old hogshead-matured example of Glen Garioch from the Aberdeenshire village of Oldmeldrum. Just 322 bottles were yielded by the cask. Cigarette tobacco, brittle toffee, and a hint of aniseed on the nose. Vanilla develops, along with strawberries, apples, and pears. Rich malt, walnuts, cooked apple, and cinnamon on the palate. The spicy finish features old leather and pepper. £105",4.553876891600541,46,NA,glen garioch,Oldmeldrum,Highland,1797,Beam Suntory,227
718,"wemyss malts cacao geyser (distilled at bowmore) 1998, 46%",Single Malt Scotch,89,124,$,"Rich amber. A slight agricultural note to start, and although sweet and soft, also a little indistinct. This is a palate whisky, with plenty of integrated smoke, rich fruitcake, and, as its name suggests, plenty of chocolate. It fades quickly when neat. Water, surprisingly, rectifies this: the nose opens to show complex dark depths, while the palate is lengthened and given extra aromatic lift. Rich and rather lovely. £85",4.820281565605037,46,NA,bowmore,Bowmore,Islay,1779,Beam Suntory,245
1562,"wemyss malts candied fruit (distilled at auchentoshan) 1998, 46%",Single Malt Scotch,85,95,$,"One of the batches of spring 2013 single cask releases from the prolific Wemyss Malts, Candied Fruit is a 15 year old Auchentoshan, and 294 bottles are available. An aroma of sweet shops, vanilla, and white pepper on the nose, becoming maltier, with dates, sultanas, figs. Apples and pears on the light-ish palate, with coconut and ginger. The finish is fruity—spicy
satsumas—and finally, drying. £62",4.553876891600541,46,NA,auchentoshan,Dalmuir,Lowland,1823,Beam Suntory,201
1728,"wemyss malts cayenne cocoa bean 1997 (distilled at clynelish), 46%",Single Malt Scotch,84,104,$,"One of two single cask bottlings of 17 year old Clynelish released by Wemyss Malts in the fall of 2014. The hogshead provided 373 bottles. Pineapple and nectarines on the nose, with salted caramel. Mildly herbal. The palate is rich and viscous, with a sprinkling of pepper over sliced red apples, sweet spices, vanilla, and hazelnuts. Lingering in the finish, with lemon; nutty and lightly oaked. £68",4.6443908991413725,46,NA,clynelish,Brora,Highland,1967,Diageo,57
1343,"wemyss malts chocolate honeycomb (distilled at bunnahabhain) 2001, 46%",Single Malt Scotch,86,81,$,"Rich and malty and, though it’ll look like I’m just reading the label, there is
chocolate here: chocolate brownie mix to be precise, with a raspberry sitting
on top. Bold and rich, with a nutty underpinning. Water makes it very fresh and
a little more hay-like. The palate is sweet and liquorous, with nougat,
macadamia, and a chewy mid-palate where that chocolate dribbles and melts.
Neat, it is slightly bitter; less so with water. Very sound. £53",4.394449154672439,46,NA,bunnahabhain,Port Askaig,Islay,1881,Distell,143
1346,"wemyss malts foraged fruit fool (distilled at blair athol) 1991, 46%",Single Malt Scotch,86,176,$,"The oldest bottling in Wemyss Malts’ March 2015 batch of six releases, Foraged Fruit Fool was aged in a bourbon barrel. Orchard fruits, double cream, vanilla, and ginger on the enticing nose. The palate is initially sweet and fruity, supple, becoming nuttier, with gentle spices. The finish is quite lengthy, with fruit bonbons, allspice, and prickly oak. (330 bottles) £120",5.170483995038151,46,NA,blair athol,Pitlochry,Highland,1798,Diageo,226
1561,"wemyss malts fruit bonbons (distilled at glen garioch) 1989, 66%",Single Malt Scotch,85,137,$,"One of four Spring 2013 single cask releases from Wemyss Malts, Fruit Bonbons was distilled at Glen Garioch in 1989 and bottled during 2012. The out-turn was 325 bottles. Homemade lemonade and a dash of table salt on the early nose, then heather, ginger, and finally the sweetness of icing sugar and fudge. Apples coated in cinnamon, nutmeg, caramel, and dark treacle on the palate. The finish dries, from apple pie to oak and plain chocolate. £90",4.919980925828125,66,NA,glen garioch,Oldmeldrum,Highland,1797,Beam Suntory,227
1127,"wemyss malts ginger spice (distilled at glenrothes) 1988, 46%",Single Malt Scotch,87,164,$,"Glenrothes always has a spicy element, but this example ups the ante considerably and, true to the label, it’s fresh-cut ginger root alongside galangal and coriander, a hint of green grass, and even a little bite of jelly babies, alongside black currant leaf. Rothes’ normally languid air is here frothily exuberant, with just sufficient vanilla thickness to offer a brake. Uplifting and good. £107",5.099866427824199,46,NA,glenrothes,Rothes,Speyside,1879,Edrington,145
1128,"wemyss malts heathery smoke (distilled at caol ila) 30 year old, 46%",Single Malt Scotch,87,230,$,"Sweet oak and cod liver oil are what greet you, with fleshy, lychee-like fruits
behind. The smoke here is very polite, giving way to fruit jelly cubes and
peaches, to develop alongside crisp apple. The palate is clean with nutty oak, with
the smoke continuing in the background, offering an extra layer of complexity.
Fresh, belying its age, while it has typical tongue-coating oiliness it remains
understated. Caol Ila basking in the summer sun. (U.S. only)",5.438079308923196,46,30,caol ila,Port Askaig,Islay,1846,Diageo,178
1880,"wemyss malts kirsch gateau (distilled at bunnahabhain) 1988, 56%",Single Malt Scotch,83,190,$,"Polished rosewood. Big sherried notes, but also generous sweetness. Vermouth-like: dark fruits, a hint of spice, light oxidation, with some herbal edges and Morello cherries. Becomes balsamic. The palate is highly concentrated, with more cherry, but has this intense savory astringency. Water is needed. The nose continues to be remarkable, all damask rose and resin, but dilution can’t eradicate the mouth-puckering quality. £130",5.247024072160486,56,NA,bunnahabhain,Port Askaig,Islay,1881,Distell,143
1761,"wemyss malts lead on macduff! 2002 (distilled at macduff), 46%",Single Malt Scotch,84,96,$,"While most Wemyss Malts’ releases are named after flavor descriptors, this one adopts a well-known Shakespearean reference. A sherry butt filled in 2002 gave an out-turn of 854 bottles. The nose offers toffee bonbons, coffee with condensed milk, and finally farmyard aromas. The palate is relatively sweet, with spicy sherry notes and contrasting mildly citric fruit, plus a slight earthiness. The finish is medium to long, with lingering spice and a carry-over of coffee from the nose. £57",4.564348191467836,46,NA,macduff,Banff,Highland,1960,Bacardi,64
